,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
27921,3075,27.0,4.2,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,20002.505423751867
27922,16727,33.0,5.0,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,20002.505423751867
27923,5667,24.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Urban,12,20002.505423751867
27924,15027,21.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.505423751867
27925,42088,,,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.505423751867
27926,17556,22.0,4.9,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,36,20002.505423650484
27927,40804,39.0,4.3,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,20002.505423650484
27928,44314,36.0,4.4,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,35,20002.505423650484
27929,5882,34.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,20002.505423650484
27930,38400,21.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,,Metropolitian,11,20002.505423650484
27931,42876,27.0,5.0,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,24,20002.505423650484
27932,27580,27.0,4.9,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,20002.505423650484
27933,1199,30.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.505423650484
27934,24767,20.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.505423650484
27935,14689,33.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.505423650484
27936,21876,25.0,4.8,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,13,20002.50542348825
27937,17595,32.0,4.5,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.50542348825
27938,34116,29.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.50542348825
27939,35258,20.0,4.9,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21,20002.50542348825
27940,37516,27.0,4.9,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,20002.50542348825
27941,29929,24.0,4.2,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.50542348825
27942,18691,35.0,3.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.50542348825
27943,18358,23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.50542348825
27944,10343,23.0,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,28,20002.50542348825
27945,6236,34.0,4.7,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.50542348825
27946,32185,35.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,25,20002.50542332226
27947,22057,25.0,4.8,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.50542332226
27948,34452,36.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.50542332226
27949,43154,39.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.50542332226
27950,15147,37.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.50542332226
27951,40730,32.0,4.8,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.50542332226
27952,1395,23.0,4.9,Sandstorms,High,2,Buffet,scooter,1.0,No,Urban,13,20002.50542332226
27953,26265,32.0,4.6,Fog,High,1,Drinks,scooter,1.0,No,Urban,32,20002.50542332226
27954,33318,21.0,4.8,Cloudy,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.50542332226
27955,14927,32.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,22,20002.50542322059
27956,25104,33.0,4.1,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,34,20002.50542322059
27957,10100,29.0,4.8,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.50542322059
27958,14932,28.0,4.6,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.50542322059
27959,17744,25.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.50542322059
27960,28923,21.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,20002.50542322059
27961,11394,29.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.50542322059
27962,33649,29.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,24,20002.50542322059
27963,10150,39.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,Urban,17,20002.50542322059
27964,37807,30.0,4.0,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,20002.505422397335
27965,11458,21.0,4.5,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,31,20002.505422397335
27966,34309,36.0,3.6,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,35,20002.505422397335
27967,42041,24.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.505422397335
27968,33685,33.0,4.4,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.505422397335
27969,35738,37.0,4.3,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.505422397335
27970,26219,27.0,4.1,Cloudy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,32,20002.505422397335
27971,36879,,,Cloudy,Jam,1,Meal,scooter,1.0,No,Semi-Urban,48,20002.505422397335
27972,21091,21.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,,Metropolitian,10,20002.505422397335
27973,40889,23.0,4.7,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,20,20002.505422397335
27974,33686,36.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.505422397335
27975,32757,24.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,21,20002.505422397335
27976,9180,26.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,14,20002.505422397335
27977,29506,20.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.505422295173
27978,28510,30.0,4.6,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,20002.505422295173
27979,31647,36.0,4.1,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.505422295173
27980,27214,28.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.505422295173
27981,838,32.0,3.8,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.505422295173
27982,25351,23.0,4.8,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.505422295173
27983,23656,32.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,20002.505422295173
27984,14318,35.0,4.9,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,25,20002.505422295173
27985,11121,29.0,4.5,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.505422295173
27986,6281,31.0,4.7,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,27,20002.505422295173
27987,8678,39.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Urban,30,20002.505422295173
27988,518,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,20002.505422295173
27989,26636,37.0,4.7,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26,20002.505422295173
27990,33233,33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,20002.505422295173
27991,39084,28.0,5.0,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,20002.505422243623
27992,13071,34.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,27,20002.505422243623
27993,45287,22.0,4.3,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,33,20002.505422243623
27994,28989,20.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.505422243623
27995,4221,31.0,4.5,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.505422243623
27996,37723,22.0,4.8,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.505422243623
27997,2251,32.0,5.0,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,20002.505422243623
27998,7773,37.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25,20002.505422243623
27999,36052,23.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,38,20002.505422243623
28000,40950,37.0,5.0,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,27,20002.505422243623
28001,11186,38.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.505422243623
28002,28191,36.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.505285705392
28003,38486,36.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,46,20002.505285705392
28004,41349,23.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,,10,20002.505285705392
28005,23382,,,Windy,Medium,2,Snack,scooter,1.0,No,Urban,31,20002.505285067033
28006,29080,34.0,4.7,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.505285067033
28007,30887,38.0,5.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,37,20002.505284935134
28008,41430,26.0,4.4,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,32,20002.505284935134
28009,38206,32.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,29,20002.505284935134
28010,39085,27.0,4.1,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.50528456348
28011,37701,28.0,4.8,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.50528399143
28012,18065,28.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,15,20002.50528399143
28013,6202,30.0,4.6,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,44,20002.50528397331
28014,25602,30.0,4.6,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,20002.50528397331
28015,4739,21.0,4.5,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.50528363703
28016,16351,30.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Urban,23,20002.50528363703
28017,3112,26.0,4.9,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.50528363703
28018,36033,30.0,4.6,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.505282929327
28019,23111,26.0,4.5,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.505282774946
28020,42514,34.0,4.3,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,34,20002.505282774946
28021,36483,35.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,42,20002.505282774946
28022,36707,31.0,4.8,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.505282774946
28023,34753,30.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,48,20002.50528081857
28024,29499,33.0,4.5,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,25,20002.50528055761
28025,27443,38.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,,15,20002.50528055761
28026,8875,22.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,20002.50528055761
28027,38289,35.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,43,20002.505280065674
28028,15840,22.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.505279527424
28029,15079,32.0,4.2,Fog,Medium,2,Meal,scooter,0.0,No,Urban,36,20002.505279527424
28030,9924,29.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,17,20002.505279354642
28031,2642,,,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.505279354642
28032,4448,22.0,4.8,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.505279354642
28033,13711,28.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,20002.505279354642
28034,6156,27.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,21,20002.505279198092
28035,3936,25.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20002.505279198092
28036,26663,36.0,4.8,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.50526582237
28037,16301,28.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.505255651227
28038,4954,27.0,4.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.505255651227
28039,12352,27.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,20,20002.50512121858
28040,21141,21.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.50512121858
28041,11981,38.0,4.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,43,20002.50512121858
28042,17770,32.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,20,20002.50512121858
28043,37780,24.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,28,20002.50512121858
28044,26392,26.0,4.7,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.50512121858
28045,12600,27.0,2.5,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,39,20002.50512121858
28046,29818,20.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.50512121858
28047,5577,27.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,10,20002.50512121858
28048,27063,30.0,4.6,Fog,Medium,2,Meal,electric_scooter,0.0,No,Urban,17,20002.50512121858
28049,30746,28.0,4.8,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,13,20002.50512121858
28050,30785,24.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20002.50512121858
28051,22696,39.0,4.6,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,26,20002.50512121858
28052,29127,32.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.505120892696
28053,4384,23.0,4.5,Sandstorms,High,2,Meal,motorcycle,,No,Urban,11,20002.505120892696
28054,19668,20.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,15,20002.505120892696
28055,33356,31.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,20002.505120892696
28056,42467,21.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,,11,20002.505120892696
28057,37887,37.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.505120892696
28058,23865,21.0,4.8,Fog,Low,2,Snack,electric_scooter,,No,Urban,11,20002.505120892696
28059,26843,27.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44,20002.505120892696
28060,38182,27.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,14,20002.505120892696
28061,37202,22.0,5.0,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,11,20002.505120892696
28062,32083,38.0,5.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.505120892696
28063,29753,31.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.505120892696
28064,44365,20.0,4.3,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.505120892696
28065,38041,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,46,20002.50512061611
28066,18749,20.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,20002.50512061611
28067,19465,34.0,4.7,Cloudy,Medium,0,Meal,motorcycle,,No,Metropolitian,36,20002.50512061611
28068,42684,38.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,40,20002.50512061611
28069,27623,39.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.50512061611
28070,43241,20.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,12,20002.50512061611
28071,30866,36.0,4.9,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.50512061611
28072,43314,23.0,4.6,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.50512061611
28073,10431,28.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.50512061611
28074,41274,31.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Semi-Urban,50,20002.50512061611
28075,7607,25.0,4.5,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.505119699916
28076,19703,37.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,,No,Metropolitian,17,20002.505119699916
28077,10811,24.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,16,20002.505119699916
28078,39973,39.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.505119699916
28079,34853,24.0,4.9,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,16,20002.505119699916
28080,29188,20.0,4.6,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.505119699916
28081,29416,38.0,4.9,Windy,High,1,Drinks,motorcycle,1.0,No,Urban,34,20002.505119699916
28082,36112,33.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,26,20002.505119699916
28083,28118,31.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19,20002.505119699916
28084,17213,34.0,4.8,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.505119699916
28085,23369,22.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,25,20002.505119699916
28086,40410,32.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.505119543577
28087,10415,26.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.505119543577
28088,199,36.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,20002.505119543577
28089,30077,36.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.505119543577
28090,14372,21.0,4.0,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20002.505119543577
28091,40126,31.0,4.4,Stormy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20002.505119543577
28092,18423,35.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.505119543577
28093,240,25.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,20002.505119543577
28094,24171,34.0,4.9,Sandstorms,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.505119543577
28095,22537,25.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.505119543577
28096,44760,,,,,3,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.505119543577
28097,26345,25.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,20,20002.505119543577
28098,32815,28.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.505119206584
28099,39135,36.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,52,20002.505119206584
28100,34901,20.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.505119206584
28101,12771,22.0,4.7,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,20002.505119206584
28102,6890,36.0,4.7,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.505119206584
28103,1779,31.0,5.0,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.505119206584
28104,29058,20.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.505119206584
28105,8961,31.0,5.0,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,36,20002.505119206584
28106,31439,27.0,4.7,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,20002.505119206584
28107,18130,38.0,4.0,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,33,20002.505119206584
28108,666,30.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.505119206584
28109,13626,26.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.505119206584
28110,37948,39.0,4.7,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27,20002.505119206584
28111,33113,20.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.505119206584
28112,21833,39.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,36,20002.505119206584
28113,31659,33.0,4.4,Windy,Medium,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,20002.50511894816
28114,4800,36.0,4.6,Windy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,47,20002.50511894816
28115,26513,37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,20002.50511894816
28116,9297,38.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.50511894816
28117,29552,24.0,5.0,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.50511894816
28118,16026,33.0,4.7,Sunny,Jam,2,Buffet,motorcycle,,No,,16,20002.50511894816
28119,38476,27.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.50511894816
28120,17913,35.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,20002.50511894816
28121,21989,36.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.50511894816
28122,9503,28.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.50511894816
28123,14687,33.0,5.0,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.50511894816
28124,44253,21.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,,44,20002.50511894816
28125,44028,37.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,29,20002.50511894816
28126,27093,27.0,4.7,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,15,20002.505118663616
28127,22668,39.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,20002.505118663616
28128,21172,20.0,4.8,Stormy,Jam,1,Drinks,motorcycle,0.0,,Urban,12,20002.505118663616
28129,13458,26.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.505118663616
28130,25768,38.0,4.5,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.505118663616
28131,7551,,,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,13,20002.505118663616
28132,28133,24.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Urban,11,20002.505118663616
28133,7400,26.0,4.8,Sunny,Jam,2,Buffet,scooter,0.0,,Metropolitian,11,20002.505118663616
28134,9287,20.0,4.7,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.505118663616
28135,21800,28.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,21,20002.505118663616
28136,4179,22.0,4.8,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.505118663616
28137,38841,20.0,4.9,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.505118663616
28138,21437,21.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.505118663616
28139,25548,22.0,4.8,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,23,20002.505118663616
28140,31526,39.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.505118663616
28141,12325,23.0,4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,21,20002.50511841159
28142,36307,32.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.50511841159
28143,31110,,,Sunny,Low,1,Buffet,scooter,,No,Metropolitian,24,20002.50511841159
28144,21096,34.0,4.4,Stormy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,20002.50511841159
28145,28322,26.0,4.6,Windy,High,0,Meal,motorcycle,0.0,No,Urban,17,20002.50511841159
28146,9693,35.0,4.5,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.50511841159
28147,32428,23.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.50511841159
28148,25259,27.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,17,20002.50511841159
28149,32692,34.0,4.7,Stormy,Low,2,Meal,motorcycle,0.0,No,Urban,20,20002.50511841159
28150,41398,33.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.505118364108
28151,5995,29.0,4.8,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Urban,12,20002.505118364108
28152,40860,33.0,4.5,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.505118364108
28153,44157,23.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.505118364108
28154,29466,,,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.505118364108
28155,9987,32.0,4.2,Windy,Medium,0,Meal,motorcycle,1.0,No,Urban,35,20002.505118364108
28156,25203,34.0,4.5,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,17,20002.505118364108
28157,39045,37.0,4.9,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,44,20002.505118364108
28158,44378,36.0,4.7,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.505118364108
28159,23245,29.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,20002.50511746253
28160,19757,31.0,4.0,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,20002.50511746253
28161,6506,32.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.50511746253
28162,21030,36.0,3.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.50511746253
28163,28383,39.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.50511746253
28164,1502,25.0,4.6,Windy,High,2,Snack,scooter,0.0,No,Metropolitian,19,20002.50511746253
28165,18899,21.0,5.0,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.50511746253
28166,24902,29.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,28,20002.50511742736
